,comment,cl_comment,wordlist,emojis,sent,user,mentioned
549,"Me encantas pilar, como mujer eres un referente de disciplina, maravillosa. Un abrazo",encanta pilar mujer referent disciplina maravillosa abrazo,"['encanta', 'pilar', 'mujer', 'referent', 'disciplina', 'maravillosa', 'abrazo']",[],pos,maria_ureba,[]
550,Complimenti bellezza rara😍🔥👏,complimenti bellezza rara,"['complimenti', 'bellezza', 'rara']","['😍', '🔥', '👏']",neu,azzurro_stellato,[]
551,Todo te queda bien!,queda bien,"['queda', 'bien']",[],neu,noemi.catalan.547,[]
552,👏👏❤️❤️❤️,,[],"['👏', '👏', '❤', '❤', '❤']",neu,olgarenasj,[]
553,Que guapa por favor,guapa favor,"['guapa', 'favor']",[],neg,lobita_love,[]
554,Chama...por favor...tu no necesitas maquillaje 😂...eres demasiado bella,chama favor necesita maquillaj demasiado bella,"['chama', 'favor', 'necesita', 'maquillaj', 'demasiado', 'bella']",['😂'],neg,marumaru377,[]
555,"Muy mona, pero cada vez te pareces menos a ti, con lo preciosiiisisisima que eres/eras...",mona cada vez parec meno preciosiiisisisima eresera,"['mona', 'cada', 'vez', 'parec', 'meno', 'preciosiiisisisima', 'eresera']",[],neu,maria__glamour,[]
556,👏👏👏👏👏🔥,,[],"['👏', '👏', '👏', '👏', '👏', '🔥']",neu,conchidcorea,[]
557,Guapísima la verdad,guapsima verdad,"['guapsima', 'verdad']",[],neg,lopslara,[]
558,El agua micelar se tiene que enjuagar aunque ponga que es sin enjuague.,agua micelar enjuagar aunqu ponga enjuagu,"['agua', 'micelar', 'enjuagar', 'aunqu', 'ponga', 'enjuagu']",[],neg,marycolin87,[]
559,EXPRESSS 😂😂😂,expresss,['expresss'],"['😂', '😂', '😂']",neu,goyo_68mezro,[]
560,"joder vaya careto , se te a ido la mano de la 💉💉",joder vaya careto ido mano,"['joder', 'vaya', 'careto', 'ido', 'mano']","['💉', '💉']",neg,mario268486,[]
561,Si no te hace falta maquillarte,si hace falta maquillart,"['si', 'hace', 'falta', 'maquillart']",[],neg,analan9,[]
562,Ese maquillaje es de Givenchy?,maquillaj givenchi,"['maquillaj', 'givenchi']",[],neu,flamenka_81,[]
563,@debocalll y el colorete y los polvos también son de Givenchy,coloret polvo tambin givenchi,"['coloret', 'polvo', 'tambin', 'givenchi']",[],neg,flamenka_81,['debocalll']
564,@flamenka_81 me da la impresión de que el corrector tambien😍,da impresin corrector tambien,"['da', 'impresin', 'corrector', 'tambien']",['😍'],neu,debocalll,['flamenka_81']
565,Que gracia!! Ha puesto EXPRESS!! Y el no express cual será?? Porque se ha puesto una cantidad de cosas!!🙈🙈 preciosaa eh!! Pero maremeva!!🤪,gracia puesto express express ser puesto cantidad cosa preciosaa eh maremeva,"['gracia', 'puesto', 'express', 'express', 'ser', 'puesto', 'cantidad', 'cosa', 'preciosaa', 'eh', 'maremeva']","['🙈', '🙈', '🤪']",neg,annadeluciamusic,[]
566,Que guapa estás!! Tiene algún nombre eso que te as hecho en el pelo?? Esta precioso y te queda genial!!😍,guapa est algn nombr as hecho pelo precioso queda genial,"['guapa', 'est', 'algn', 'nombr', 'as', 'hecho', 'pelo', 'precioso', 'queda', 'genial']",['😍'],pos,priscilagonzaleznose,[]
567,"El serum, la crema, el corrector se pone despues de estar maquillada? Que idiotez, empieza con la cara limpia, menudo engaño",serum crema corrector pone despu maquillada idiotez empieza cara limpia menudo engao,"['serum', 'crema', 'corrector', 'pone', 'despu', 'maquillada', 'idiotez', 'empieza', 'cara', 'limpia', 'menudo', 'engao']",[],neg,ascenpadilla,[]
568,"Eres Belleza Pilar ✨💙✨ Pero Sobretodo Una Humildad en Tu Ser, Que Trasmites Mucha Luz y Amor  y Eso Te Hace Cada Vez Más Grande 😌✨💫",belleza pilar sobretodo humildad ser trasmit mucha luz amor hace cada vez ms grand,"['belleza', 'pilar', 'sobretodo', 'humildad', 'ser', 'trasmit', 'mucha', 'luz', 'amor', 'hace', 'cada', 'vez', 'ms', 'grand']","['✨', '💙', '✨', '😌', '✨', '💫']",neg,lizafielt,[]
569,"Muy bien maquillada y los masajes bien realizados, pero si tocas la crema con los dedos se oxida y pierde toda propiedad, nunca debes de meter los dedos en la crema",bien maquillada masaj bien realizado si toca crema dedo oxida pierd toda propiedad nunca debe meter dedo crema,"['bien', 'maquillada', 'masaj', 'bien', 'realizado', 'si', 'toca', 'crema', 'dedo', 'oxida', 'pierd', 'toda', 'propiedad', 'nunca', 'debe', 'meter', 'dedo', 'crema']",[],neg,17rosa31,[]
570,Express??? 😱,express,['express'],['😱'],neu,su_srom,[]
571,Pero si antes de maquillarte ya estabas guapa jodia”no he notao la diferencia” no malgastes maquillaje que no te hace falta. Que envidia 😍,si maquillart guapa jodia notao diferencia malgast maquillaj hace falta envidia,"['si', 'maquillart', 'guapa', 'jodia', 'notao', 'diferencia', 'malgast', 'maquillaj', 'hace', 'falta', 'envidia']",['😍'],neg,crisstijg,[]
572,👏👏👏,,[],"['👏', '👏', '👏']",neu,hamideysham.barber,[]
573,Que bella,bella,['bella'],[],neu,barbyjoana,[]
574,Hola pilar qué marca de paletas es??,hola pilar qu marca paleta,"['hola', 'pilar', 'qu', 'marca', 'paleta']",[],neg,anabelenalvareziglesias,[]
575,Se puede ser más guapa!!!!!,pued ser ms guapa,"['pued', 'ser', 'ms', 'guapa']",[],neg,vanepini,[]
576,Super guapa🥰🥰,super guapa,"['super', 'guapa']","['🥰', '🥰']",pos,emma_cr33,[]
577,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,ramonsoloyo,[]
578,"Buenos productos @diorbeauty maquillaje Dior skin forever al igual que el corrector ,textura fluida , queda de lujo la verdad 😍",bueno producto maquillaj dior skin forev igual corrector textura fluida queda lujo verdad,"['bueno', 'producto', 'maquillaj', 'dior', 'skin', 'forev', 'igual', 'corrector', 'textura', 'fluida', 'queda', 'lujo', 'verdad']",['😍'],neg,las_aventuras_de_pepa_,['diorbeauty']
579,"@vanessagonzalezsanz si !! Estoy casi segura al 100 por cien , búscalo en Google y veras que el frasco es igual 😊",si casi segura 100 cien bscalo googl vera frasco igual,"['si', 'casi', 'segura', '100', 'cien', 'bscalo', 'googl', 'vera', 'frasco', 'igual']",['😊'],neg,las_aventuras_de_pepa_,['vanessagonzalezsanz']
580,@las_aventuras_de_pepa_ cres que son dior?,cre dior,"['cre', 'dior']",[],neu,vanessagonzalezsanz,['las_aventuras_de_pepa_']
581,Divina!!!! 🔝❤️❤️❤️❤️,divina,['divina'],"['🔝', '❤', '❤', '❤', '❤']",neu,salom_rm,[]
582,🗝🗝,,[],"['🗝', '🗝']",neu,pilar_rubio_fann,[]
583,🗝🗝,,[],"['🗝', '🗝']",neu,pilar_rubio_fann,[]
584,Divina!!,divina,['divina'],[],neu,yesicaylacasadelosgatos,[]
585,I love you ❤️,i love you,"['i', 'love', 'you']",['❤'],neu,pilar_rubio_fann,[]
586,🪁🪁,,[],"['🪁', '🪁']",neu,pilar_rubio_fann,[]
587,🩹🩹,,[],"['🩹', '🩹']",neu,pilar_rubio_fann,[]
588,Si todo muy bien y sencillo  pero nosotras no tenemos esos ojos y cara  que sin nada estarías  igual 😢😂,si bien sencillo ojo cara estara igual,"['si', 'bien', 'sencillo', 'ojo', 'cara', 'estara', 'igual']","['😢', '😂']",neg,isa.losada,[]
589,🩺🩺,,[],"['🩺', '🩺']",neu,pilar_rubio_fann,[]
590,😩😩,,[],"['😩', '😩']",neu,pilar_rubio_fann,[]
591,❤️😍😍😍👏,,[],"['❤', '😍', '😍', '😍', '👏']",neu,cris.tiano.7.france,[]
592,"@pilarrubio que cremas utilizas, maquillaje, etc",crema utiliza maquillaj etc,"['crema', 'utiliza', 'maquillaj', 'etc']",[],pos,olhsony,['pilarrubio']
593,My beautiful Queen 🥺♥️,my beauti queen,"['my', 'beauti', 'queen']","['🥺', '♥']",neu,pilar_rubio_fann,[]
594,Brutal! 🥰♥️,brutal,['brutal'],"['🥰', '♥']",neu,eophia,[]
595,"Esta mujer es preciosa, con o sin maquillar, tiene unos ojos brutales PERO ya estaba maquillada antes de empezar, además de que lleva tatuado el maquillaje y muuuuchos tratamientos en la cara, (que en su derechos esta y además está muy guapa) pero no nos mientas pilar, q no hace falta",mujer preciosa maquillar ojo brutal maquillada empezar adem lleva tatuado maquillaj muuuucho tratamiento cara derecho adem est guapa mienta pilar q hace falta,"['mujer', 'preciosa', 'maquillar', 'ojo', 'brutal', 'maquillada', 'empezar', 'adem', 'lleva', 'tatuado', 'maquillaj', 'muuuucho', 'tratamiento', 'cara', 'derecho', 'adem', 'est', 'guapa', 'mienta', 'pilar', 'q', 'hace', 'falta']",[],neg,la.gemica,[]
596,Un rostroooo 😍 que Bella 🔥,rostroooo bella,"['rostroooo', 'bella']","['😍', '🔥']",neu,its_isabellagram01,[]
597,Amazing 😍,amaz,['amaz'],['😍'],neu,rachidtahar,[]
598,@pilarrubio sería bueno poner las indicaciones en otro color porque con el albornoz del mismo color  se hace difícil leerlas ..,sera bueno poner indicacion color albornoz mismo color hace difcil leerla,"['sera', 'bueno', 'poner', 'indicacion', 'color', 'albornoz', 'mismo', 'color', 'hace', 'difcil', 'leerla']",[],neg,pro_creando,['pilarrubio']
599,Que pena pilar como te estas cambiando la cara...de verdad q obsesión. Esos labios🤦‍♀️🤦‍♀️ . Todos esos cambios gracias a los serums y kas cremas..no??😞😞,pena pilar cambiando cara verdad q obsesin labio cambio gracia serum ka crema,"['pena', 'pilar', 'cambiando', 'cara', 'verdad', 'q', 'obsesin', 'labio', 'cambio', 'gracia', 'serum', 'ka', 'crema']","['🤦', '♀', '🤦', '♀', '😞', '😞']",neg,villera61,[]
600,Belleza pura,belleza pura,"['belleza', 'pura']",[],neu,marzabalza,[]
601,Peeciosa 😍😍 mu natural,peeciosa mu natur,"['peeciosa', 'mu', 'natur']","['😍', '😍']",neu,rous_campo,[]
602,Rellenazo de labios,rellenazo labio,"['rellenazo', 'labio']",[],neu,mahou_5estrellas,[]
603,😍😍😍,,[],"['😍', '😍', '😍']",neu,roaya_rmd,[]
604,@nivea_es  agua micelar de NÍVEA  la mejor!!!,agua micelar nvea mejor,"['agua', 'micelar', 'nvea', 'mejor']",[],neu,love4sunnydays,['nivea_es']
605,Hermosa 🤩,hermosa,['hermosa'],['🤩'],pos,sofy2503,[]
606,"Ya está maquillada antes de maquillarse, para que engañarnos",est maquillada maquillars engaarno,"['est', 'maquillada', 'maquillars', 'engaarno']",[],neu,80crissss,[]
607,🔥🔥,,[],"['🔥', '🔥']",neu,farnaz_ebrahimi1997,[]
608,"Madre mia,ya estoy cansada solo de ver😆Por Dios tanta vuelta🙈😁",madr mia cansada solo verpor dio tanta vuelta,"['madr', 'mia', 'cansada', 'solo', 'verpor', 'dio', 'tanta', 'vuelta']","['😆', '🙈', '😁']",neg,clarindaferreira1,[]
609,Se desmaquilla y sigue maquillada🤔🥴🤣,desmaquilla sigu maquillada,"['desmaquilla', 'sigu', 'maquillada']","['🤔', '🥴', '🤣']",neu,veralgi,[]
610,Quítate primero el filtro y el maquillaje que tienes debajo y luego te maquillas.,qutat primero filtro maquillaj debajo luego maquilla,"['qutat', 'primero', 'filtro', 'maquillaj', 'debajo', 'luego', 'maquilla']",[],neg,georober,[]
611,"Preciosa ,te favorece mucho 😘",preciosa favorec,"['preciosa', 'favorec']",['😘'],pos,marteseros,[]
612,"Natural, natural. Como toda ella....",natur natur toda,"['natur', 'natur', 'toda']",[],neg,fatopato_22,[]
613,Si eso es express…..🤔🙄,si express,"['si', 'express']","['🤔', '🙄']",neg,rositacata,[]
614,@rositacata 😂😂😂,,[],"['😂', '😂', '😂']",neu,chariojimenez,['rositacata']
615,@chariojimenez el maquillaje extendido no me quiero imaginar🤔😂😂😂,maquillaj extendido quiero imaginar,"['maquillaj', 'extendido', 'quiero', 'imaginar']","['🤔', '😂', '😂', '😂']",neg,rositacata,['chariojimenez']
616,Beautiful woman!!,beauti woman,"['beauti', 'woman']",[],neu,sandrazapdesouza,[]
617,Me encanta😍,encanta,['encanta'],['😍'],pos,alitaluni7,[]
618,Pues menos mal que es Express!!! 😳😯🙄,pue meno mal express,"['pue', 'meno', 'mal', 'express']","['😳', '😯', '🙄']",neg,danaxagoras,[]
619,😍,,[],['😍'],neu,yoonesmohammadimusic,[]
620,Que guapaa,guapaa,['guapaa'],[],neu,tcalvoruiz,[]
621,Bella,bella,['bella'],[],neu,mji1980z,[]
622,.😍😍😍😍👌👌,,[],"['😍', '😍', '😍', '😍', '👌', '👌']",neu,ftmhmqdm236,[]
623,😍💄👑💯❤️‍🔥💋✨️👏👏👏👏,,[],"['😍', '💄', '👑', '💯', '❤', '🔥', '💋', '✨', '👏', '👏', '👏', '👏']",neu,elena_luky,[]
624,"Pero debería hacerlo sin filtro porque se desmaquilla y está totalmente maquillada, no se ve la diferencia..",debera hacerlo filtro desmaquilla est totalment maquillada ve diferencia,"['debera', 'hacerlo', 'filtro', 'desmaquilla', 'est', 'totalment', 'maquillada', 've', 'diferencia']",[],neg,rosanavp80,[]
625,"Si, si muy natural y muy sencillita ella😏",si si natur sencillita,"['si', 'si', 'natur', 'sencillita']",['😏'],neg,garmalsa,[]
626,Divina 😍,divina,['divina'],['😍'],neu,gemmarb64,[]
627,Con lo natural y guapa que estabas antes.,natur guapa,"['natur', 'guapa']",[],neu,paulamolina1900,[]
628,expres dice jjajajajaj esta guapiismo pero de expres no tiene na ajajajajajaj,expr dice jjajajajaj guapiismo expr na ajajajajajaj,"['expr', 'dice', 'jjajajajaj', 'guapiismo', 'expr', 'na', 'ajajajajajaj']",[],neg,carlotahc.7,[]
629,😻😻😻😻,,[],"['😻', '😻', '😻', '😻']",neu,sr4rmos,[]
630,Hija si tu eres guapisima sin nada,hija si guapisima,"['hija', 'si', 'guapisima']",[],neg,merlynmar1966,[]
631,Te has metido más morros,metido ms morro,"['metido', 'ms', 'morro']",[],neu,world_vibes80,[]
632,Que bellezon!!! Hasta con la cara lavada ☺,bellezon cara lavada,"['bellezon', 'cara', 'lavada']",['☺'],neg,el_refugio_de_isabel,[]
633,Lo que para ella es exprés para mí es la restauración de una catedral... tardo ocho siglos,expr m restauracin catedr tardo ocho siglo,"['expr', 'm', 'restauracin', 'catedr', 'tardo', 'ocho', 'siglo']",[],neu,supercuca90,[]
634,😂😂😂😂,,[],"['😂', '😂', '😂', '😂']",neu,arantxaarzua,[]
635,Yo igual!! 😂😂,igual,['igual'],"['😂', '😂']",neg,yam.0302,[]
636,😂😂😂😂,,[],"['😂', '😂', '😂', '😂']",neu,sonia_fabero72,[]
637,👏👏❤️❤️❤️❤️,,[],"['👏', '👏', '❤', '❤', '❤', '❤']",neu,natyabascal,[]
638,@alicia_fenor_63 😂😂😂😂,,[],"['😂', '😂', '😂', '😂']",neu,vallonevicino,['alicia_fenor_63']
639,Que diva!! Me encantas Pilar🌷,diva encanta pilar,"['diva', 'encanta', 'pilar']",['🌷'],pos,alicia_fenor_63,[]
640,@natyabascal 😂😂😂😂,,[],"['😂', '😂', '😂', '😂']",neu,vallonevicino,['natyabascal']
641,Wow😍 so beautiful😍❤️❤️😍,wow so beauti,"['wow', 'so', 'beauti']","['😍', '😍', '❤', '❤', '😍']",neu,ramosible,[]
642,Está genial pero de spress no tiene nada 😂 si yo m e d maquillar con todo eso necesito levantarme 3 h antes 😂😂😂,est genial spress si m d maquillar necesito levantarm 3 h,"['est', 'genial', 'spress', 'si', 'm', 'd', 'maquillar', 'necesito', 'levantarm', '3', 'h']","['😂', '😂', '😂', '😂']",pos,natalia3772,[]
643,@natalia3772 jajaja 👍👍👍,jajaja,['jajaja'],"['👍', '👍', '👍']",neu,hildaguevararamos,['natalia3772']
644,"Virgen , cada vez pareces menos tú, en menos de 10 años no te conoceremos",virgen cada vez parec meno t meno 10 ao conoceremo,"['virgen', 'cada', 'vez', 'parec', 'meno', 't', 'meno', '10', 'ao', 'conoceremo']",[],neu,monicarodriguez2153,[]
645,😂😂😂😂,,[],"['😂', '😂', '😂', '😂']",neu,geno7953,[]
646,❤️,,[],['❤'],neu,madrid_tickets,[]
647,Que mona,mona,['mona'],[],neu,moraramirocarmen,[]
648,Con tu edad q bien estas😍,edad q bien,"['edad', 'q', 'bien']",['😍'],pos,atenea8520,[]
649,@atenea8520 con cirugía,ciruga,['ciruga'],[],neu,bermejogarciamaria,['atenea8520']
650,@bermejogarciamaria y??? Las hay con cirugía q son un cuadro .,ciruga q cuadro,"['ciruga', 'q', 'cuadro']",[],neu,marinabaenalobo,['bermejogarciamaria']
651,@marinabaenalobo  Yo no envidio esta señora  tengo lo que me hace falta para vivir todo lo demás me sobra,envidio seora hace falta vivir dem sobra,"['envidio', 'seora', 'hace', 'falta', 'vivir', 'dem', 'sobra']",[],neg,bermejogarciamaria,['marinabaenalobo']
652,@marinabaenalobo Efectivamente,efectivament,['efectivament'],[],neu,bermejogarciamaria,['marinabaenalobo']
653,@bermejogarciamaria las envidiosas tienen q sacar punta a todo….. y qué pena q siempre sean mujeres.,envidiosa q sacar punta qu pena q siempr mujer,"['envidiosa', 'q', 'sacar', 'punta', 'qu', 'pena', 'q', 'siempr', 'mujer']",[],neg,marinabaenalobo,['bermejogarciamaria']
654,Guapisima❤️❤️❤️,guapisima,['guapisima'],"['❤', '❤', '❤']",neu,darkoperger,[]
655,"Que maravilla,que envidia me das,quisiera maquillarme así....",maravilla envidia da quisiera maquillarm as,"['maravilla', 'envidia', 'da', 'quisiera', 'maquillarm', 'as']",[],pos,humimazon,[]
656,Gorgeous!!!,gorgeou,['gorgeou'],[],neu,sonja.jovanovskabogdanoski,[]
657,@esantosgar,,[],[],neu,siemprevivabrunch,['esantosgar']
658,"podrías decir el maquillage cuales es??? muchísimas gracias, estas preciosa!!!",podra decir maquillag cual muchsima gracia preciosa,"['podra', 'decir', 'maquillag', 'cual', 'muchsima', 'gracia', 'preciosa']",[],pos,parramattaboutiquehotelibiza,[]
659,Espectáculo de mujer 🔥❤️,espectculo mujer,"['espectculo', 'mujer']","['🔥', '❤']",neg,noita_rdgz13,[]
660,"Yo no entiendo como una se puede maquillar estando ya maquillada, esq parece una peli de ciencia ficción joerrrre",entiendo pued maquillar maquillada esq parec peli ciencia ficcin joerrrr,"['entiendo', 'pued', 'maquillar', 'maquillada', 'esq', 'parec', 'peli', 'ciencia', 'ficcin', 'joerrrr']",[],neg,conpy_ro_to,[]
661,@conpy_ro_to 😂😂... cierto...está sobradamente maquillada antes de maquillarse,cierto est sobradament maquillada maquillars,"['cierto', 'est', 'sobradament', 'maquillada', 'maquillars']","['😂', '😂']",neg,dorilh25,['conpy_ro_to']
662,"@conpy_ro_to no estaba maquillada mira bien el video,así e s su tono de piel,la boca se ve así a las personas que llevan relleno y color",maquillada mira bien video as s tono piel boca ve as persona llevan relleno color,"['maquillada', 'mira', 'bien', 'video', 'as', 's', 'tono', 'piel', 'boca', 've', 'as', 'persona', 'llevan', 'relleno', 'color']",[],neg,rubylmst,['conpy_ro_to']
663,@conpy_ro_to 👏👏👏👏👏👏,,[],"['👏', '👏', '👏', '👏', '👏', '👏']",neu,bermejogarciamaria,['conpy_ro_to']
664,@paulapilatti igual tú😍,igual t,"['igual', 't']",['😍'],neg,giovannagonzatto,['paulapilatti']
665,@giovannagonzatto 😮😍😍 parecida mesmo amiga ♥️,parecida mesmo amiga,"['parecida', 'mesmo', 'amiga']","['😮', '😍', '😍', '♥']",neg,paulapilatti,['giovannagonzatto']
666,Hombre si lo hicieras sin filtros sería la leche..😂😂,hombr si hiciera filtro sera lech,"['hombr', 'si', 'hiciera', 'filtro', 'sera', 'lech']","['😂', '😂']",neg,raquelvalencia00,[]
667,Totalmente!!!!!!,totalment,['totalment'],[],neu,vallonevicino,[]
668,😍🔥,,[],"['😍', '🔥']",neu,mar.al3026,[]
669,Pilar you are so beautiful,pilar you are so beauti,"['pilar', 'you', 'are', 'so', 'beauti']",[],neu,__taha__0077,[]
670,Hermosa,hermosa,['hermosa'],[],pos,duquesacarrillo,[]
671,El cirujano estético también hace mucho para no tener arrugas … ademas de las cremas,cirujano esttico tambin hace tener arruga adema crema,"['cirujano', 'esttico', 'tambin', 'hace', 'tener', 'arruga', 'adema', 'crema']",[],neg,alvarezblancobelen,[]
672,@beaalita74 sera que se puso botox? Ni una arruga de expresion,sera puso botox arruga expres,"['sera', 'puso', 'botox', 'arruga', 'expres']",[],neu,gimemedina,['beaalita74']
673,"@alvarezblancobelen Joder que tiene 44 años, que arrugas quieres? Yo tengo 42 y no he pasado por ningún cirujano y tampoco tengo arrugas.. si es que..",joder 44 ao arruga quier 42 pasado ningn cirujano tampoco arruga si,"['joder', '44', 'ao', 'arruga', 'quier', '42', 'pasado', 'ningn', 'cirujano', 'tampoco', 'arruga', 'si']",[],neg,mansfieldjaneabby,['alvarezblancobelen']
674,@alvarezblancobelen efectivamente se ha retocado la cara. Y no le hacia falta. Pero cada uno que haga lo que quiera. Pero que no nos vendan así las cremas 😂😂😂😂,efectivament retocado cara hacia falta cada haga quiera vendan as crema,"['efectivament', 'retocado', 'cara', 'hacia', 'falta', 'cada', 'haga', 'quiera', 'vendan', 'as', 'crema']","['😂', '😂', '😂', '😂']",neg,beaalita74,['alvarezblancobelen']
675,🔥🔥,,[],"['🔥', '🔥']",neu,bhdr575,[]
676,"Très joli, j'adore❤️",tr joli jador,"['tr', 'joli', 'jador']",['❤'],neu,b.nadia_nadia,[]
677,Guapísima ❤️❤️❤️❤️,guapsima,['guapsima'],"['❤', '❤', '❤', '❤']",neu,lurdespintodossantos,[]
678,My beautiful pillar♥😍🥺,my beauti pillar,"['my', 'beauti', 'pillar']","['♥', '😍', '🥺']",neu,sergio4ramos._15,[]
679,😍😍,,[],"['😍', '😍']",neu,mahbobi2262,[]
680,❤️,,[],['❤'],neu,mahbobi2262,[]
681,❤️,,[],['❤'],neu,mahbobi2262,[]
682,❤️❤️,,[],"['❤', '❤']",neu,mahbobi2262,[]
683,❤️,,[],['❤'],neu,mahbobi2262,[]
684,Queen👸🏻💗,queen,['queen'],"['👸', '🏻', '💗']",neu,sergio4ramos._15,[]
685,My love💗🥺,my love,"['my', 'love']","['💗', '🥺']",neu,sergio4ramos._15,[]
686,pero q está maquillada de serie ya??? pq empieza a maquillarse y ya tiene los ojos maquillados no?,q est maquillada seri pq empieza maquillars ojo maquillado,"['q', 'est', 'maquillada', 'seri', 'pq', 'empieza', 'maquillars', 'ojo', 'maquillado']",[],neu,mar.miguez.9,[]
687,"@mar.miguez.9 jajaja. Yo no veo diferencia entre ""sin maquillar"" y maquillada. De nuevo venden una falsa realidad",jajaja veo diferencia maquillar maquillada nuevo venden falsa realidad,"['jajaja', 'veo', 'diferencia', 'maquillar', 'maquillada', 'nuevo', 'venden', 'falsa', 'realidad']",[],neg,lawra_pm,['mar.miguez.9']
688,"@mar.miguez.9 si porque despues del agia micelar no viene el jabón o tónico? Y despues de todos los potingues, donde esta el factor solar? 👀",si despu agia micelar vien jabn tnico despu potingu factor solar,"['si', 'despu', 'agia', 'micelar', 'vien', 'jabn', 'tnico', 'despu', 'potingu', 'factor', 'solar']",['👀'],neg,patri_2_delta,['mar.miguez.9']
689,@mar.miguez.9 ósea todo me he quedado pillada 😂😂,quedado pillada,"['quedado', 'pillada']","['😂', '😂']",neu,yenniffermm,['mar.miguez.9']
690,@mar.miguez.9 lo mismo he pensado lo lleva todo maquillado y ht parece q lleva una base oscura.. pero bueno es q como es tan guapa como vaya esta divinamente..,mismo pensado lleva maquillado ht parec q lleva base oscura bueno q tan guapa vaya divinament,"['mismo', 'pensado', 'lleva', 'maquillado', 'ht', 'parec', 'q', 'lleva', 'base', 'oscura', 'bueno', 'q', 'tan', 'guapa', 'vaya', 'divinament']",[],neg,teressahidalgo,['mar.miguez.9']
691,@mar.miguez.9 😂😂😂,,[],"['😂', '😂', '😂']",neu,geno7953,['mar.miguez.9']
692,@mar.miguez.9 jajajaja qué bueno tienes razón,jajajaja qu bueno razn,"['jajajaja', 'qu', 'bueno', 'razn']",[],neu,soniarielo221169,['mar.miguez.9']
693,@mar.miguez.9 lo mismo digo,mismo digo,"['mismo', 'digo']",[],neg,veronica.alva.3551,['mar.miguez.9']
694,@mar.miguez.9 es el filtro que tiene.,filtro,['filtro'],[],neu,elviraportela,['mar.miguez.9']
695,"@mar.miguez.9 ,😂😂",,[],"['😂', '😂']",neu,nievesbosque,['mar.miguez.9']
696,"@mar.miguez.9 yo estaba pensando lo mismo, pensaba que era ilusión óptica mía. 😂😂",pensando mismo pensaba ilusin ptica ma,"['pensando', 'mismo', 'pensaba', 'ilusin', 'ptica', 'ma']","['😂', '😂']",neg,amayach10,['mar.miguez.9']
697,@mar.miguez.9 y los labios tb,labio tb,"['labio', 'tb']",[],neu,silmarshe,['mar.miguez.9']
698,@mar.miguez.9 😂😂😂😂😂😂,,[],"['😂', '😂', '😂', '😂', '😂', '😂']",neu,domingolahoz,['mar.miguez.9']
699,@mar.miguez.9 micropigmentación,micropigmentacin,['micropigmentacin'],[],neu,barbarajulian777,['mar.miguez.9']
700,❤️❤️❤️❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,tymor684,[]
701,Bejonce👏,bejonc,['bejonc'],['👏'],neu,carlos_barbero7,[]
702,"Qué guapa, qué bien te lo haces, yo no sabría!",qu guapa qu bien hace sabra,"['qu', 'guapa', 'qu', 'bien', 'hace', 'sabra']",[],neu,manuelaescamillachavez,[]
703,Que guapísima por favor 😍❤️,guapsima favor,"['guapsima', 'favor']","['😍', '❤']",neg,paulamoreno_nails,[]
704,Your hair is very beautiful😌😍♥️,your hair is veri beauti,"['your', 'hair', 'is', 'veri', 'beauti']","['😌', '😍', '♥']",neu,pilar_land,[]
705,"Protector solar, es importante ❤️👏",protector solar important,"['protector', 'solar', 'important']","['❤', '👏']",neu,noemifigure,[]
706,"Guapisimaaaaaa, seguro k tiene a Ramos LOQUISIMOOOO por ella 💖",guapisimaaaaaa seguro k ramo loquisimoooo,"['guapisimaaaaaa', 'seguro', 'k', 'ramo', 'loquisimoooo']",['💖'],pos,senzapierrot,[]
707,I love your eyes:)♥️♥️🌙✨,i love your eye,"['i', 'love', 'your', 'eye']","['♥', '♥', '🌙', '✨']",neu,pilar_land,[]
708,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",neu,yolaandaa.tamay,[]
709,Los labios son muy exagerados.. demasiado grandes.. no te queda nada  bien...😮,labio exagerado demasiado grand queda bien,"['labio', 'exagerado', 'demasiado', 'grand', 'queda', 'bien']",['😮'],neg,evatarrega79,[]
710,@evatarrega79 lo mismo pienso es muy guapa y antes estaba muy natural.  Pero se a pasado 3 pueblos con esos labios😮 q se a puesto q ni parece la misma .,mismo pienso guapa natur pasado 3 pueblo labio q puesto q parec misma,"['mismo', 'pienso', 'guapa', 'natur', 'pasado', '3', 'pueblo', 'labio', 'q', 'puesto', 'q', 'parec', 'misma']",['😮'],neg,remeatienzar,['evatarrega79']
711,@evatarrega79 😂😂😂😂😂😂😂😂a ella le queda todo bien,queda bien,"['queda', 'bien']","['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",neu,mariaguerrerosuarez,['evatarrega79']
712,@evatarrega79 fatal los labios!!,fatal labio,"['fatal', 'labio']",[],neg,martymart79,['evatarrega79']
713,@evatarrega79 con lo guapa que está chica y que manera de estropearse,guapa est chica manera estropears,"['guapa', 'est', 'chica', 'manera', 'estropears']",[],neg,geno7953,['evatarrega79']
714,❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤']",neu,amel_frigui,[]
