,comment,cl_comment,wordlist,emojis,sent,user,mentioned
260,Lbbb,lbbb,['lbbb'],[],pos,music.always.stays,[]
261,Lbbb,lbbb,['lbbb'],[],pos,rachelllmarie,[]
262,Lblblb,lblblb,['lblblb'],[],pos,rachelllmarie,[]
263,@bbentth  chê,ch,['ch'],[],pos,bonpirapat,['bbentth']
264,Where are your ni*ples..you plan to show them in all your photo shoots...cmon...show them😂😂😂,ni ple plan show photo shoot cmon show,"['ni', 'ple', 'plan', 'show', 'photo', 'shoot', 'cmon', 'show']","['😂', '😂', '😂']",neg,shekhy5_6,[]
265,Fabulous 🔥🔥🔥,fabul,['fabul'],"['🔥', '🔥', '🔥']",pos,kevinandkellie2005,[]
266,💜,,[],['💜'],pos,lachicadelsombreronegrook,[]
267,Lb,lb,['lb'],[],pos,ayssamae,[]
268,💖,,[],['💖'],pos,da.thao____,[]
269,🔥🔥🔥🔥❤️,,[],"['🔥', '🔥', '🔥', '🔥', '❤']",pos,eslam_rabei,[]
270,Please,pleas,['pleas'],[],pos,rahiimashah,[]
271,You look pathetic,look pathet,"['look', 'pathet']",[],pos,rahiimashah,[]
272,❤️,,[],['❤'],pos,mariamircedez,[]
273,Beautiful girls,beauti girl,"['beauti', 'girl']",[],pos,shari_holm,[]
274,Follow me,follow,['follow'],[],pos,zamorfia,[]
275,FOLLOW ME,follow,['follow'],[],pos,zamorfia,[]
276,Gt,gt,['gt'],[],pos,zamorfia,[]
277,Gtgt,gtgt,['gtgt'],[],pos,zamorfia,[]
278,Gt,gt,['gt'],[],pos,zamorfia,[]
279,@gal__bendor,,[],[],pos,uri2baram2,['gal__bendor']
280,and I Will NOT Dm you Nor will i Respond to you in person,dm respond person,"['dm', 'respond', 'person']",[],pos,wristwatchrealreal,[]
281,u obviously got the wrong idea,u obvious got wrong idea,"['u', 'obvious', 'got', 'wrong', 'idea']",[],neg,wristwatchrealreal,[]
282,ur sketchy n u say mean stuff like I Did something? i been tryna get in shape n go to LA since i hit puberty november and then lexi wanna fly me out n Ronny J n Its like its a bigggg wolrd 7 billion people it dont revolve around u and like all i want is for us to go seperate ways n be Peaceful,ur sketchi n u say mean stuff like someth tryna get shape n go la sinc hit puberti novemb lexi wan na fli n ronni j n like bigggg wolrd 7 billion peopl dont revolv around u like want us go seper way n peac,"['ur', 'sketchi', 'n', 'u', 'say', 'mean', 'stuff', 'like', 'someth', 'tryna', 'get', 'shape', 'n', 'go', 'la', 'sinc', 'hit', 'puberti', 'novemb', 'lexi', 'wan', 'na', 'fli', 'n', 'ronni', 'j', 'n', 'like', 'bigggg', 'wolrd', '7', 'billion', 'peopl', 'dont', 'revolv', 'around', 'u', 'like', 'want', 'us', 'go', 'seper', 'way', 'n', 'peac']",[],pos,wristwatchrealreal,[]
283,Lb,lb,['lb'],[],pos,antoniachapaeva,[]
284,Lbbb,lbbb,['lbbb'],[],pos,antoniachapaeva,[]
285,Lbb,lbb,['lbb'],[],pos,antoniachapaeva,[]
286,Lbbb,lbbb,['lbbb'],[],pos,jj.enggggg,[]
287,Row,row,['row'],[],pos,jj.enggggg,[]
288,😢😢,,[],"['😢', '😢']",pos,yznalfra11,[]
289,Lb,lb,['lb'],[],pos,dynvmite,[]
290,Fuck,fuck,['fuck'],[],neg,mamieolumbu,[]
291,😍❤️,,[],"['😍', '❤']",pos,berkcan_olmez57,[]
292,Hayyy,hayyy,['hayyy'],[],pos,ranggakerit,[]
293,Lb,lb,['lb'],[],pos,_mara2912_,[]
294,Lb,lb,['lb'],[],pos,_mara2912_,[]
295,😢😍,,[],"['😢', '😍']",pos,bnmnbnmn6,[]
296,Real good!!,real good,"['real', 'good']",[],pos,travasvance,[]
297,The best🔥,best,['best'],['🔥'],pos,colombiarosalia,[]
298,😂,,[],['😂'],pos,9l9l2000,[]
299,ترحين للسينما,,[],[],pos,9l9l2000,[]
300,Row,row,['row'],[],pos,judyyarroyo,[]
301,LBBBBBB AND CBBBBB ✨,lbbbbbb cbbbbb,"['lbbbbbb', 'cbbbbb']",['✨'],pos,carolleeena,[]
302,ROWWWW 🤍✨,rowwww,['rowwww'],"['🤍', '✨']",pos,carolleeena,[]
303,CBCBCB N LBLBLB ✨🧚🏼,cbcbcb n lblblb,"['cbcbcb', 'n', 'lblblb']","['✨', '🧚', '🏼']",pos,carolleeena,[]
304,FIRSTSSS AND COMMENTSSS 🤍✨🤍✨,firstsss commentsss,"['firstsss', 'commentsss']","['🤍', '✨', '🤍', '✨']",pos,carolleeena,[]
305,Topisima,topisima,['topisima'],[],pos,bia_leticia117,[]
306,Cb🙌,cb,['cb'],['🙌'],pos,little_artist_party,[]
307,Lb❤️,lb,['lb'],['❤'],pos,little_artist_party,[]
308,Lb❤️,lb,['lb'],['❤'],pos,little_artist_party,[]
309,❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤']",pos,smithbingo1,[]
310,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",pos,dresses_rent_in_sharm1,[]
311,🔥🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",pos,dresses_rent_in_sharm1,[]
312,we garena esta regalando el nuevo pase elite gratisss!!! yo lo pude conseguir en todas mis cuentas este video me explico todo https://youtu.be/c4FeYir4dTM,garena esta regalando el nuevo pase elit gratisss yo lo pude conseguir en toda mi cuenta est video explico todo http youtubec4feyir4dtm,"['garena', 'esta', 'regalando', 'el', 'nuevo', 'pase', 'elit', 'gratisss', 'yo', 'lo', 'pude', 'conseguir', 'en', 'toda', 'mi', 'cuenta', 'est', 'video', 'explico', 'todo', 'http', 'youtubec4feyir4dtm']",[],pos,raylinrt,[]
313,Your toes are bigger than ur iq,toe bigger ur iq,"['toe', 'bigger', 'ur', 'iq']",[],pos,noah.0812_,[]
314,😍😍😍😍😍❤️❤️❤️,,[],"['😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤']",pos,jenncoello16,[]
315,L🔥b,lb,['lb'],['🔥'],pos,jenncoello16,[]
316,Cfc,cfc,['cfc'],[],pos,jenncoello16,[]
317,Row,row,['row'],[],pos,erika_ruchel,[]
318,Omg kendalls nips are covered! 😱 shocking!,omg kendal nip cover shock,"['omg', 'kendal', 'nip', 'cover', 'shock']",['😱'],neg,always_smiling4you,[]
319,Kendall is way prettier😍,kendal way prettier,"['kendal', 'way', 'prettier']",['😍'],pos,baddiexemmy,[]
320,Lblblb,lblblb,['lblblb'],[],pos,barbcalderonr,[]
321,قراءة فنجان ☕️,,[],['☕'],pos,fenjan._,[]
322,L😂😂💋💖,l,['l'],"['😂', '😂', '💋', '💖']",pos,patient4674,[]
323,3x3lb,3x3lb,['3x3lb'],[],pos,selenanikita05,[]
324,Cb,cb,['cb'],[],pos,selenanikita05,[]
325,Rows,row,['row'],[],pos,selenanikita05,[]
326,Lb,lb,['lb'],[],pos,selenanikita05,[]
327,❤️,,[],['❤'],pos,shakoaguilargarcia,[]
328,Mmmm que chula,mmmm que chula,"['mmmm', 'que', 'chula']",[],pos,shakoaguilargarcia,[]
329,😍😍😍🔥🔥🔥❤️❤️❤️,,[],"['😍', '😍', '😍', '🔥', '🔥', '🔥', '❤', '❤', '❤']",pos,princess_embroidery_,[]
330,hii,hii,['hii'],[],pos,perven.asia,[]
331,❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤']",pos,smithbingo1,[]
332,evasive,evas,['evas'],[],pos,ruthbakerhdg2w5kbe,[]
333,😮,,[],['😮'],pos,donisedang,[]
334,😢,,[],['😢'],pos,3aliiaah,[]
335,My favourites 🤍,favourit,['favourit'],['🤍'],pos,3aliiaah,[]
336,LBBBBBB AND CBBBBB 💜✨🕊,lbbbbbb cbbbbb,"['lbbbbbb', 'cbbbbb']","['💜', '✨', '🕊']",pos,carolleeena,[]
337,That’s some straight up goddess shit!!😍😍👏🔥🔥🔥,straight goddess shit,"['straight', 'goddess', 'shit']","['😍', '😍', '👏', '🔥', '🔥', '🔥']",neg,cleveristheword,[]
338,ROWWWW 💜✨,rowwww,['rowwww'],"['💜', '✨']",pos,carolleeena,[]
339,CBCBCB N LBLBLB 🤍✨🪐,cbcbcb n lblblb,"['cbcbcb', 'n', 'lblblb']","['🤍', '✨', '🪐']",pos,carolleeena,[]
340,RECENTSSS AND COMMENTSSS 🤍✨🤍✨,recentsss commentsss,"['recentsss', 'commentsss']","['🤍', '✨', '🤍', '✨']",pos,carolleeena,[]
341,❤️,,[],['❤'],pos,happyfeet_______________,[]
342,🔥👏😍❤️,,[],"['🔥', '👏', '😍', '❤']",pos,baddieie_,[]
343,Beautiful x,beauti x,"['beauti', 'x']",[],pos,parmenterkathleen,[]
344,یبار نکردمت,,[],[],pos,rexxa.ii,[]
345,😍,,[],['😍'],pos,lunaa26a,[]
346,❤️🔥,,[],"['❤', '🔥']",pos,hearticalfire,[]
347,Chama no zap gatas,chama zap gata,"['chama', 'zap', 'gata']",[],pos,gabrielmattoss,[]
348,❤️🙌🙌,,[],"['❤', '🙌', '🙌']",pos,rahaoui11,[]
349,Lb,lb,['lb'],[],pos,reginaegina,[]
350,Hi,hi,['hi'],[],pos,bettyplo,[]
351,Smkr❤️❤️❤️❤️,smkr,['smkr'],"['❤', '❤', '❤', '❤']",pos,usmanrajput5974,[]
352,Lb,lb,['lb'],[],pos,emmashuard_,[]
353,Nice,nice,['nice'],[],pos,jayoti_sj_jaan,[]
354,❤️,,[],['❤'],pos,ra.msey310,[]
355,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,akashmishra8880,[]
356,Congratulations 🎉 y’all are gorgeous 😊,congratul gorgeou,"['congratul', 'gorgeou']","['🎉', '😊']",pos,carenwitdac,[]
357,"सेक्स और पैसा दोनों सेक्स करने के लिए मैसेज कीजिये (https://wa.me/+91.8274921651..आप)या नीचे दिए गए लिंक पर क्लिक करे।👇👇👇👇👇👇
https://www.facebook.com/Play-boy-job-8274921651-111049058214170/",http wame918274921651 http wwwfacebookcomplayboyjob8274921651111049058214170,"['http', 'wame918274921651', 'http', 'wwwfacebookcomplayboyjob8274921651111049058214170']","['👇', '👇', '👇', '👇', '👇', '👇']",pos,puja7872331421,[]
358,🔥,,[],['🔥'],pos,gloria.moyo.1257,[]
359,Hii,hii,['hii'],[],pos,sahilparmar1006,[]
360,I have a big d ick come in direct to see it,big ick come direct see,"['big', 'ick', 'come', 'direct', 'see']",[],pos,barroy9,[]
361,@cesar__emman,,[],[],pos,queercowboyy,['cesar__emman']
362,O de orquidea 💜,de orquidea,"['de', 'orquidea']",['💜'],pos,rubi_camunez,[]
363,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,nahiia19,[]
364,I would love to try there make up soon!💜🔥,would love tri make soon,"['would', 'love', 'tri', 'make', 'soon']","['💜', '🔥']",pos,angel_sweeney22,[]
365,Love this picture ❤️🔥,love pictur,"['love', 'pictur']","['❤', '🔥']",pos,angel_sweeney22,[]
366,CBBBBB AND LBBBBBB 👼🏼🤍✨,cbbbbb lbbbbbb,"['cbbbbb', 'lbbbbbb']","['👼', '🏼', '🤍', '✨']",pos,carolleeena,[]
367,CBCBCB N LBLBLB 🤍✨,cbcbcb n lblblb,"['cbcbcb', 'n', 'lblblb']","['🤍', '✨']",pos,carolleeena,[]
368,COMMENT4COMMENT ✨💜,comment4com,['comment4com'],"['✨', '💜']",pos,carolleeena,[]
369,You the perfect lady beauty and brains. Stunning,perfect ladi beauti brain stun,"['perfect', 'ladi', 'beauti', 'brain', 'stun']",[],pos,waynerussell1950,[]
370,LLBLB CBCB,llblb cbcb,"['llblb', 'cbcb']",[],pos,taylorxox,[]
371,Lb,lb,['lb'],[],pos,dianakniukhach,[]
372,Lb,lb,['lb'],[],pos,jenncoello16,[]
373,❤️❤️,,[],"['❤', '❤']",pos,tawramjan,[]
374,Sou fã,sou f,"['sou', 'f']",[],pos,depositoantenorguimaraes,[]
375,WHAT DO YOUYOU❤️,youyou,['youyou'],['❤'],pos,me_alone_0ne,[]
376,Lb,lb,['lb'],[],pos,lurianxcosta,[]
377,baby you are so beautiful i love you ❤️❤️🍯 follow me,babi beauti love follow,"['babi', 'beauti', 'love', 'follow']","['❤', '❤', '🍯']",pos,hsyngdl,[]
378,sad,sad,['sad'],[],neg,termtemshop6,[]
379,Baby love you ❤️ follow me,babi love follow,"['babi', 'love', 'follow']",['❤'],pos,hsyngdl,[]
380,Lb,lb,['lb'],[],pos,busraoztrkk,[]
381,"सेक्स और पैसा दोनों सेक्स करने के लिए मैसेज कीजिये (https://wa.me/+91.8274921651..आप)या नीचे दिए गए लिंक पर क्लिक करे।👇👇👇👇👇👇
https://www.facebook.com/Play-boy-job-8274921651-111049058214170/",http wame918274921651 http wwwfacebookcomplayboyjob8274921651111049058214170,"['http', 'wame918274921651', 'http', 'wwwfacebookcomplayboyjob8274921651111049058214170']","['👇', '👇', '👇', '👇', '👇', '👇']",pos,nehabharti742,[]
382,❤️❤️,,[],"['❤', '❤']",pos,papa_ke_pari_353,[]
383,😍😍,,[],"['😍', '😍']",pos,papa_ke_pari_353,[]
384,😛😛😛,,[],"['😛', '😛', '😛']",pos,jcreigns_,[]
385,😍😍,,[],"['😍', '😍']",pos,arganaraz.evelyn,[]
386,trashy,trashi,['trashi'],[],pos,zforgz,[]
387,third,third,['third'],[],pos,generalholodilnik,[]
388,❤️,,[],['❤'],pos,53.971266,[]
389,tacit,tacit,['tacit'],[],pos,chase__rainbows,[]
390,Lb all 🙌,lb,['lb'],['🙌'],pos,alomhistorisch,[]
391,Lb 🔥,lb,['lb'],['🔥'],pos,alomhistorisch,[]
392,Lb rows 🙌,lb row,"['lb', 'row']",['🙌'],pos,alomhistorisch,[]
393,Lb ❤️,lb,['lb'],['❤'],pos,alomhistorisch,[]
394,Two of a kind irresistible.,two kind irresist,"['two', 'kind', 'irresist']",[],pos,davissaffo,[]
395,coach,coach,['coach'],[],pos,isaacardenas9582,[]
396,"نعزي شعب المملكة العربية السعودية في وفاة الملك سلمان و دخول ابنه في موت سريري .. لتفاصيل أكثر حول الخبر ادخل على الحساب التالي
https://instagram.com/mahdi.alumma?igshid=YmMyMTA2M2Y=",http instagramcommahdialumma igshidymmymta2m2i,"['http', 'instagramcommahdialumma', 'igshidymmymta2m2i']",[],pos,ghaleb_ahmed6495,[]
397,"نعزي شعب المملكة العربية السعودية في وفاة الملك سلمان و دخول ابنه في موت سريري .. لتفاصيل أكثر حول الخبر ادخل على الحساب التالي
https://instagram.com/mahdi.alumma?igshid=YmMyMTA2M2Y=",http instagramcommahdialumma igshidymmymta2m2i,"['http', 'instagramcommahdialumma', 'igshidymmymta2m2i']",[],pos,ghaleb_ahmed6495,[]
398,Perfect❤❤,perfect,['perfect'],"['❤', '❤']",pos,laiza.chavess,[]
399,❤️,,[],['❤'],pos,alsushop_msk,[]
400,Mamb,mamb,['mamb'],[],pos,sonkimwaga,[]
401,burly,burli,['burli'],[],pos,mearshb,[]
402,glorious,gloriou,['gloriou'],[],pos,brightimore1,[]
403,Cb,cb,['cb'],[],pos,lurianxcosta,[]
404,Lb,lb,['lb'],[],pos,lurianxcosta,[]
405,😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",pos,irisha_dolcevita_italy,[]
406,💕💕💕,,[],"['💕', '💕', '💕']",pos,daphne_the_yorkie_,[]
407,"Lol like Kylie could even look good ever, next to you she looks like a goblin",lol like kyli could even look good ever next look like goblin,"['lol', 'like', 'kyli', 'could', 'even', 'look', 'good', 'ever', 'next', 'look', 'like', 'goblin']",[],pos,karma3652470,[]
408,❤️❤️❤️❤️❤️❤️❤️❤️if needed serious prayers inbox me with God all things are possible❤️❤️,need seriou prayer inbox god thing possibl,"['need', 'seriou', 'prayer', 'inbox', 'god', 'thing', 'possibl']","['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",pos,1flo_werreal,[]
409,😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍']",pos,superfanofgrazi,[]
410,L4L🦋,l4l,['l4l'],['🦋'],pos,rosie1904__,[]
411,❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤']",pos,verdades1289,[]
412,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",pos,verdades1289,[]
413,Beautiful girls ❤️😍,beauti girl,"['beauti', 'girl']","['❤', '😍']",pos,verdades1289,[]
414,♥️♥️♥️,,[],"['♥', '♥', '♥']",pos,joji____13,[]
415,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,joji____13,[]
416,♥️♥️♥️♥️,,[],"['♥', '♥', '♥', '♥']",pos,joji____13,[]
417,♥️♥️♥️♥️♥️,,[],"['♥', '♥', '♥', '♥', '♥']",pos,joji____13,[]
418,😍,,[],['😍'],pos,hhuongmai_ng,[]
419,count,count,['count'],[],pos,shankar.erugurala,[]
420,Love 💗,love,['love'],['💗'],pos,antony__c,[]
421,You guys look so alike,guy look alik,"['guy', 'look', 'alik']",[],pos,dom_josh21_,[]
422,pleasure,pleasur,['pleasur'],[],pos,wkmmsjnsn,[]
423,Lb,lb,['lb'],[],pos,danielaichiyanagui,[]
424,Lb,lb,['lb'],[],pos,danielaichiyanagui,[]
425,Lb,lb,['lb'],[],pos,danielaichiyanagui,[]
426,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,gracaaneana,[]
427,LOVE THIS LADIES,love ladi,"['love', 'ladi']",[],pos,karebearharalson,[]
428,Where my overwatch players at?,overwatch player,"['overwatch', 'player']",[],pos,ap3xmemes,[]
429,❤️,,[],['❤'],pos,otalvaropaola2,[]
430,Jsjdhhd,jsjdhhd,['jsjdhhd'],[],pos,efo241,[]
431,😍,,[],['😍'],pos,monicafenty98,[]
432,Lb lb lb lb lb,lb lb lb lb lb,"['lb', 'lb', 'lb', 'lb', 'lb']",[],pos,manitajess,[]
433,Lb lb lb lb lb,lb lb lb lb lb,"['lb', 'lb', 'lb', 'lb', 'lb']",[],pos,manitajess,[]
434,Lindah lindah 😍😍,lindah lindah,"['lindah', 'lindah']","['😍', '😍']",pos,manoelcorrea205,[]
435,👏,,[],['👏'],pos,haibat438,[]
436,😂❤️,,[],"['😂', '❤']",pos,senanmurad73,[]
437,Beautiful girls...lovin ur brand❤️,beauti girl lovin ur brand,"['beauti', 'girl', 'lovin', 'ur', 'brand']",['❤'],pos,positivevibeslovinmylife,[]
438,😍😍😍,,[],"['😍', '😍', '😍']",pos,sincerelyzandkboutique,[]
439,جخحخم,,[],[],pos,sksnnsjek,[]
440,🙈😳,,[],"['🙈', '😳']",pos,esgerovisgender5618,[]
441,😍❤️,,[],"['😍', '❤']",pos,giovanni.cicatiello.12,[]
442,Hotties,hotti,['hotti'],[],pos,elazulreencarnado,[]
443,Lb,lb,['lb'],[],pos,danielaichiyanagui,[]
444,Lb,lb,['lb'],[],pos,mrsawant_11,[]
445,miniature,miniatur,['miniatur'],[],pos,nayakadevarajnayakadevaraj,[]
446,Row,row,['row'],[],pos,itsjaymcgrath,[]
447,bomb,bomb,['bomb'],[],neg,sapavatmanesh,[]
448,Lb,lb,['lb'],[],pos,itsjaymcgrath,[]
449,Perfeitas❤️❤️,perfeita,['perfeita'],"['❤', '❤']",pos,jullymartins20,[]
450,Super super sexy ❤️🔥👏🔥,super super sexi,"['super', 'super', 'sexi']","['❤', '🔥', '👏', '🔥']",pos,demar240,[]
451,aarrrgghhh❤️,aarrrgghhh,['aarrrgghhh'],['❤'],pos,margarethaawungow,[]
452,Stunning!!,stun,['stun'],[],pos,bella_the_bernedoodle1,[]
453,loveyou,lovey,['lovey'],[],pos,monikabi10,[]
454,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,monikabi10,[]
455,@nikospagiatis_17  σε ενδιαφέρουν τα καλλυντικά και έκανες λαικ??,,[],[],pos,_.lil_johnny._,['nikospagiatis_17']
456,@nikospagiatis_17  κοιτά αν έχει το ξανθό η @kyliejenner  μπορεί να έκανα και εγώ λαικ,,[],[],pos,_.lil_johnny._,"['nikospagiatis_17', 'kyliejenner']"
457,@_.lil_johnny._ με ενδιαφέρει η @kendalljenner,,[],[],pos,nikospagiatis_17,"['_.lil_johnny._', 'kendalljenner']"
458,@_.lil_johnny._ τι ξανθό αγόρι μου δενν ξέρεις εσύ,,[],[],pos,nikospagiatis_17,['_.lil_johnny._']
459,❤️🔥,,[],"['❤', '🔥']",pos,pelinaygoe,[]
460,😮,,[],['😮'],pos,yesminainoussa,[]
461,Stunners 😍,stunner,['stunner'],['😍'],pos,russ_groom,[]
462,My !!!!,,[],[],pos,s4turn.na,[]
463,💝,,[],['💝'],pos,luaninhautsch,[]
464,Sisters swags,sister swag,"['sister', 'swag']",[],pos,ibrahimumar2019,[]
465,Nice😢😢😢😢😢,nice,['nice'],"['😢', '😢', '😢', '😢', '😢']",pos,nalak_a98,[]
466,can you follow me,follow,['follow'],[],pos,hayatyasanilasi,[]
467,Lb,lb,['lb'],[],pos,loiscamille,[]
468,Where are the toes,toe,['toe'],[],pos,the_dex___,[]
469,🔥🔥,,[],"['🔥', '🔥']",pos,listo119,[]
470,Eres una diosaaaa❤️🙌,ere una diosaaaa,"['ere', 'una', 'diosaaaa']","['❤', '🙌']",pos,iam_mikuuu,[]
471,Amazing what money can do,amaz money,"['amaz', 'money']",[],pos,carinajorgensen7,[]
472,El mor es como un batalla,el mor es como un batalla,"['el', 'mor', 'es', 'como', 'un', 'batalla']",[],pos,armiboys7,[]
473,😍🥰😌,,[],"['😍', '🥰', '😌']",pos,blacxican_rebel,[]
474,hotties,hotti,['hotti'],[],pos,evelynr4is,[]
475,Lb,lb,['lb'],[],pos,ayeedridri,[]
476,Lblblblblblbl,lblblblblblbl,['lblblblblblbl'],[],pos,vahid1994m,[]
477,Lblblblblblbl,lblblblblblbl,['lblblblblblbl'],[],pos,vahid1994m,[]
478,❤️😍😍,,[],"['❤', '😍', '😍']",pos,stm4688,[]
479,❤️❤️❤️❤️🔥,,[],"['❤', '❤', '❤', '❤', '🔥']",pos,liyuxin6483,[]
480,caring,care,['care'],[],pos,saajidkhon,[]
481,Mention me in your story and get a suprise😍,mention stori get supris,"['mention', 'stori', 'get', 'supris']",['😍'],pos,tamil.hotgirl2,[]
482,Rows,row,['row'],[],pos,anasresinn,[]
483,Kendall 🔥,kendal,['kendal'],['🔥'],pos,aneta___bo,[]
484,I love you because you are a warrior of love,love warrior love,"['love', 'warrior', 'love']",[],pos,conciencia_profunda_vibracion,[]
485,Sweet ❣️,sweet,['sweet'],['❣'],pos,rejaulkarim071992,[]
486,Parecen las novias de van Helsink😂😂😂😂,parecen la novia de van helsink,"['parecen', 'la', 'novia', 'de', 'van', 'helsink']","['😂', '😂', '😂', '😂']",pos,ferfernandez4013,[]
487,🔥🔥,,[],"['🔥', '🔥']",pos,lovely_sarker,[]
488,👏,,[],['👏'],pos,srltmymy191,[]
489,I follow back!,follow back,"['follow', 'back']",[],pos,haydennewton73,[]
490,I love these colors but can we do an alternative pretty purple cover?,love color altern pretti purpl cover,"['love', 'color', 'altern', 'pretti', 'purpl', 'cover']",[],pos,emily_lamb1022,[]
